source,url,title,price_raw,price_value,currency,make,model,trim,year,mileage_raw,mileage_km,engine_raw,engine_cc,fuel,transmission,drive,body_type,color,steering,doors,seats,stock_no,chassis_no,location,scraped_at_utc
beforward,https://www.beforward.jp/toyota/hilux/cd253841/id/15206344/,BE FORWARD : 2003 TOYOTA Hilux,8030,8030.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,-,,2003,Year,,Trans.,,Diesel,Manual,4wheel drive,,White,Right,4,5,CD253841,AHT85789,UNITED KINGDOM,2026-05-17T20:18:24.605699+00:00
beforward,https://www.beforward.jp/toyota/hilux/cd253842/id/15206345/,BE FORWARD : 2005 TOYOTA Hilux,10490,10490.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,-,,2005,Year,,Trans.,,Diesel,Manual,4wheel drive,,White,Right,4,5,CD253842,AHT85790,UNITED KINGDOM,2026-05-17T20:18:28.848222+00:00
beforward,https://www.beforward.jp/toyota/hilux/cd253843/id/15206346/,BE FORWARD : 2018 TOYOTA Hilux,32970,32970.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,-,,2018,Year,,Trans.,,Diesel,Manual,4wheel drive,,Gray,Right,4,5,CD253843,AHT85791,UNITED KINGDOM,2026-05-17T20:18:33.084927+00:00
beforward,https://www.beforward.jp/toyota/hilux/cd253844/id/15206347/,BE FORWARD : 2017 TOYOTA Hilux,29000,29000.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,-,,2017,Year,,Trans.,,Diesel,Automatic,4wheel drive,,Blue,Right,4,5,CD253844,AHT85792,UNITED KINGDOM,2026-05-17T20:18:37.153775+00:00
beforward,https://www.beforward.jp/toyota/land-cruiser/cd253371/id/15205872/,BE FORWARD : 2024 TOYOTA Land Cruiser,36800,36800.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,3BA-TRJ250W,,2024,Year,,Trans.,,Petrol,Automatic,4wheel drive,,Pearl,Right,5,,CD253371,TRJ250-0009987,KYUSHU,2026-05-17T20:18:41.168425+00:00
beforward,https://www.beforward.jp/toyota/land-cruiser/cd253399/id/15205900/,BE FORWARD : 2025 TOYOTA Land Cruiser,37690,37690.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,3BA-TRJ250W,,2025,Year,,Trans.,,Petrol,Automatic,4wheel drive,,Pearl,Right,5,,CD253399,TRJ250-0019278,NAGOYA,2026-05-17T20:18:45.070021+00:00
beforward,https://www.beforward.jp/toyota/land-cruiser/cd253701/id/15206202/,BE FORWARD : 2002 TOYOTA Land Cruiser,13450,13450.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,-,,2002,Year,,Trans.,,Diesel,Automatic,4wheel drive,,Silver,Right,5,8,CD253701,AHT1395081,UNITED KINGDOM,2026-05-17T20:18:49.381139+00:00
beforward,https://www.beforward.jp/toyota/land-cruiser/cd253703/id/15206204/,BE FORWARD : 2004 TOYOTA Land Cruiser,15610,15610.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,-,,2004,Year,,Trans.,,Petrol,Automatic,4wheel drive,,Gold,Right,5,8,CD253703,AHT1395082,UNITED KINGDOM,2026-05-17T20:18:53.577364+00:00
beforward,https://www.beforward.jp/toyota/land-cruiser/cd253706/id/15206207/,BE FORWARD : 2012 TOYOTA Land Cruiser,29050,29050.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,-,,2012,Year,,Trans.,,Diesel,Automatic,4wheel drive,,Black,Right,5,7,CD253706,AHT1395083,UNITED KINGDOM,2026-05-17T20:18:57.722907+00:00
beforward,https://www.beforward.jp/toyota/land-cruiser/cd253898/id/15206401/,BE FORWARD : 2024 TOYOTA Land Cruiser,48470,48470.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,3DA-GDJ250W,,2024,Year,,Trans.,,Diesel,Automatic,4wheel drive,,White,Right,5,7,CD253898,GDJ250-0010168,OSAKA,2026-05-17T20:19:01.724469+00:00
beforward,https://www.beforward.jp/toyota/land-cruiser-prado/cd253233/id/15205734/,BE FORWARD : 2021 TOYOTA Land Cruiser Prado,26790,26790.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,3DA-GDJ150W,,2021,Year,,Trans.,,Diesel,Automatic,4wheel drive,,Black,Right,5,,CD253233,GDJ150-0066080,TOYAMA,2026-05-17T20:19:05.716888+00:00
beforward,https://www.beforward.jp/toyota/land-cruiser-prado/cd253244/id/15205745/,BE FORWARD : 2021 TOYOTA Land Cruiser Prado,28080,28080.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,3BA-TRJ150W,,2021,Year,,Trans.,,Petrol,Automatic,4wheel drive,,Black,Right,5,,CD253244,TRJ150-0137613,NAGOYA,2026-05-17T20:19:09.612533+00:00
beforward,https://www.beforward.jp/toyota/land-cruiser-prado/cd253365/id/15205866/,BE FORWARD : 2018 TOYOTA Land Cruiser Prado,24200,24200.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,CBA-TRJ150W,,2018,Year,,Trans.,,Petrol,Automatic,4wheel drive,,Black,Right,5,,CD253365,TRJ150-0085067,HOKKAIDO,2026-05-17T20:19:13.446359+00:00
beforward,https://www.beforward.jp/toyota/mark-ii-blit/cd169757/id/15122757/,BE FORWARD : 2003 TOYOTA Mark II Blit,3580,3580.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,TA-JZX110W,,2003,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Black,Right,5,,CD169757,JZX110-0018767,NAGOYA,2026-05-17T20:19:17.398761+00:00
beforward,https://www.beforward.jp/toyota/noah/cd253196/id/15205697/,BE FORWARD : 2017 TOYOTA Noah,14010,14010.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-ZRR80W,,2017,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Pearl,Right,5,,CD253196,ZRR80-0353203,OSAKA,2026-05-17T20:19:21.141422+00:00
beforward,https://www.beforward.jp/toyota/passo/cd253307/id/15205808/,BE FORWARD : 2017 TOYOTA Passo,5730,5730.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DBA-M700A,,2017,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Green,Right,5,,CD253307,M700A-0062349,NAGOYA,2026-05-17T20:19:24.837260+00:00
beforward,https://www.beforward.jp/toyota/passo/cd253331/id/15205832/,BE FORWARD : 2021 TOYOTA Passo,8420,8420.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,5BA-M700A,,2021,Year,,Trans.,,Petrol,Automatic,2wheel drive,,Green,Right,5,,CD253331,M700A-0181761,NAGOYA,2026-05-17T20:19:28.580971+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253179/id/15205680/,BE FORWARD : 2023 TOYOTA Prius,23130,23130.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-MXWH60,,2023,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253179,MXWH60-4044833,KOBE,2026-05-17T20:19:32.732447+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253219/id/15205720/,BE FORWARD : 2025 TOYOTA Prius,21850,21850.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-MXWH60,,2025,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253219,MXWH60-4123978,KOBE,2026-05-17T20:19:36.517330+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253227/id/15205728/,BE FORWARD : 2021 TOYOTA Prius,13750,13750.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,ZVW51,,2021,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253227,ZVW51-6212672,KYUSHU,2026-05-17T20:19:40.319163+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253242/id/15205743/,BE FORWARD : 2011 TOYOTA Prius,4080,4080.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,DAA-ZVW30,,2011,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253242,ZVW30-1417138,KYUSHU,2026-05-17T20:19:44.279933+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253258/id/15205759/,BE FORWARD : 2023 TOYOTA Prius,17630,17630.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-ZVW60,,2023,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Gray,Right,5,,CD253258,ZVW60-4008462,YOKOHAMA,2026-05-17T20:19:48.394828+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253262/id/15205763/,BE FORWARD : 2023 TOYOTA Prius,18360,18360.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-ZVW60,,2023,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Gray,Right,5,,CD253262,ZVW60-4004686,YOKOHAMA,2026-05-17T20:19:54.286610+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253278/id/15205779/,BE FORWARD : 2024 TOYOTA Prius,21590,21590.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-MXWH60,,2024,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Pearl,Right,5,,CD253278,MXWH60-4066061,KYUSHU,2026-05-17T20:19:57.968847+00:00
beforward,https://www.beforward.jp/toyota/prius/cd253285/id/15205786/,BE FORWARD : 2023 TOYOTA Prius,17880,17880.0,USD,TOYOTA NISSAN HONDA MAZDA MITSUBISHI SUBARU SUZUKI ISUZU DAIHATSU HINO LEXUS,6AA-ZVW60,,2023,Year,,Trans.,,Hybrid(Petrol),Automatic,2wheel drive,,Black,Right,5,,CD253285,ZVW60-4020435,YOKOHAMA,2026-05-17T20:20:02.116969+00:00
